"","StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","DistributionChannel","UserLanguage","Q_RecaptchaScore","Consent","Age","Sex","Citizenship","Residency","National_Identity_1","National_Identity_2","OwnCCBeliefs","OwnCCBeliefs_DO","OtherCCBeliefs_1","OtherCCBeliefs_2","OtherCCBeliefs_3","OtherCCBeliefs_4","OtherCCBeliefs_5","OtherCCBeliefs_DO","OwnBLBeliefs","OwnBLBeliefs_DO","OtherBLBeliefs_1","OtherBLBeliefs_2","OtherBLBeliefs_3","OtherBLBeliefs_4","OtherBLBeliefs_5","OtherBLBeliefs_DO","Discuss","Expectation_Changes_1","Expectation_Changes_2","Expectation_Changes_DO","Changes","Expectation_Support_1","Expectation_Support_2","Expectation_Support_DO","Support","Efficacy","Comprehension","Education","PoliticalOrientation","Urbanicity","Nationality_singular","Crear.un.campo.nuevo.o.elegir.del.menú.desplegable..","Country","Nationality_plural","Q_TotalDuration","Response.Type","Age_Cat","randomizer_CCfirst","randomizer_ownfirst","Condition","Comprehension.1","FL_11_DO","FL_54_DO"
"173","2022-09-29 21:34:54","2022-09-29 21:38:29","0","100","214","1","2022-09-29 21:38:30","anonymous","ES","1","1","39","0","1","1","10","5","1","4|3|2|1|5","100","0","0","0","0","4|3|2|1|5","5","4|3|2|1|5","0","0","0","0","100","4|3|2|1|5","4","86","14","2|1","3","86","14","2|1","2","6","2","4","5","1","mexicano/a","","México","mexicanos/as","214","Complete","30-39","0","0","Control","Pass","FL_88","Control"
"174","2022-09-29 21:33:09","2022-09-29 21:38:59","0","100","350","1","2022-09-29 21:38:59","anonymous","ES","0.8999999761581421","1","50","0","1","1","10","10","2","1|2|3|4|5","18","82","0","0","0","1|2|3|4|5","2","1|2|3|4|5","30","70","0","0","0","1|2|3|4|5","6","92","8","1|2","3","19","81","1|2","4","6","2","5","10","1","mexicano/a","","México","mexicanos/as","350","Complete","50-59","1","1","Intervention","Pass","FL_63","Intervention"
"175","2022-09-29 21:31:54","2022-09-29 21:41:00","0","100","545","1","2022-09-29 21:41:00","anonymous","ES","1","1","54","1","1","1","10","10","1","1|2|3|4|5","40","20","10","10","20","1|2|3|4|5","1","1|2|3|4|5","40","20","10","10","20","1|2|3|4|5","6","40","60","1|2","4","29","71","1|2","4","7","2","5","5","1","mexicano/a","","México","mexicanos/as","545","Complete","50-59","0","1","Intervention","Pass","FL_64","Intervention"
"176","2022-09-29 21:49:01","2022-09-29 21:59:45","0","100","644","1","2022-09-29 21:59:46","anonymous","ES","1","1","23","1","1","1","10","10","1","1|2|3|4|5","8","13","29","50","0","1|2|3|4|5","2","1|2|3|4|5","16","15","23","46","0","1|2|3|4|5","5","35","65","1|2","3","42","58","1|2","3","6","2","5","2","1","mexicano/a","","México","mexicanos/as","644","Complete","18-29","1","0","Control","Pass","FL_76","Control"
"177","2022-09-29 22:18:17","2022-09-29 22:26:05","0","100","467","1","2022-09-29 22:26:07","anonymous","ES","1","1","48","1","1","1","10","10","1","1|2|3|4|5","18","41","36","5","0","1|2|3|4|5","1","1|2|3|4|5","35","22","43","0","0","1|2|3|4|5","7","57","43","1|2","3","50","50","1|2","3","7","2","5","5","1","mexicano/a","","México","mexicanos/as","467","Complete","40-49","1","1","Intervention","Pass","FL_63","Intervention"
"178","2022-09-29 22:25:05","2022-09-29 22:33:10","0","100","484","1","2022-09-29 22:33:11","anonymous","ES","1","1","47","1","1","1","10","10","1","1|2|3|4|5","100","0","0","0","0","1|2|3|4|5","1","1|2|3|4|5","79","21","0","0","0","1|2|3|4|5","7","0","100","1|2","4","13","87","1|2","1","6","2","5","5","1","mexicano/a","","México","mexicanos/as","484","Complete","40-49","0","1","Intervention","Pass","FL_64","Intervention"
"179","2022-09-29 22:45:48","2022-09-29 22:49:53","0","100","245","1","2022-09-29 22:49:53","anonymous","ES","1","1","24","1","1","1","10","10","1","1|2|3|4|5","30","26","9","13","22","1|2|3|4|5","1","1|2|3|4|5","25","16","27","2","30","1|2|3|4|5","7","57","43","1|2","3","36","64","1|2","4","7","2","5","6","1","mexicano/a","","México","mexicanos/as","245","Complete","18-29","0","0","Control","Pass","FL_88","Control"
"180","2022-09-29 22:58:57","2022-09-29 23:11:19","0","100","741","1","2022-09-29 23:11:19","anonymous","ES","1","1","37","0","1","1","10","10","1","1|2|3|4|5","31","69","0","0","0","1|2|3|4|5","2","1|2|3|4|5","34","51","15","0","0","1|2|3|4|5","7","72","28","1|2","3","47","53","1|2","3","6","2","5","9","1","mexicano/a","","México","mexicanos/as","741","Complete","30-39","1","0","Intervention","Pass","FL_76","Intervention"
"181","2022-09-29 23:11:50","2022-09-29 23:16:59","0","100","309","1","2022-09-29 23:17:00","anonymous","ES","1","1","30","0","1","1","10","8","1","1|2|3|4|5","29","24","15","22","10","1|2|3|4|5","1","1|2|3|4|5","20","20","10","20","30","1|2|3|4|5","7","47","53","1|2","3","63","37","1|2","2","5","2","5","8","1","mexicano/a","","México","mexicanos/as","309","Complete","30-39","0","0","Control","Pass","FL_88","Control"
"182","2022-09-29 23:26:11","2022-09-29 23:26:35","0","100","23","1","2022-09-29 23:26:35","anonymous","ES","1","1","33","1","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","23","","30-39","","","","","",""
"183","2022-09-29 23:29:31","2022-09-29 23:34:41","0","100","309","1","2022-09-29 23:34:41","anonymous","ES","0.800000011920929","1","49","0","1","1","10","10","1","4|3|2|1|5","29","15","14","30","12","4|3|2|1|5","2","4|3|2|1|5","30","20","10","40","0","4|3|2|1|5","7","80","20","2|1","3","50","50","2|1","1","1","2","4","10","1","mexicano/a","","México","mexicanos/as","309","Complete","40-49","1","1","Control","Pass","FL_63","Control"
"184","2022-09-29 23:36:58","2022-09-29 23:37:30","0","100","31","1","2022-09-29 23:37:31","anonymous","ES","0.8999999761581421","1","42","1","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","31","Screenout","40-49","","","","","",""
"185","2022-09-29 23:35:42","2022-09-29 23:39:31","0","100","229","1","2022-09-29 23:39:32","anonymous","ES","1","1","29","0","1","1","10","10","1","1|2|3|4|5","100","0","0","0","0","1|2|3|4|5","1","1|2|3|4|5","100","0","0","0","0","1|2|3|4|5","7","81","19","1|2","3","50","50","1|2","3","6","2","5","5","1","mexicano/a","","México","mexicanos/as","229","Complete","18-29","1","0","Intervention","Pass","FL_76","Intervention"
"186","2022-09-29 23:43:03","2022-09-29 23:43:59","0","100","55","1","2022-09-29 23:44:00","anonymous","ES","1","1","28","0","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","55","Screenout","18-29","","","","","",""
"187","2022-09-29 23:28:47","2022-09-30 00:04:33","0","100","2145","1","2022-09-30 00:04:33","anonymous","ES","1","1","59","0","1","1","10","10","1","1|2|3|4|5","66","34","0","0","0","1|2|3|4|5","1","1|2|3|4|5","70","30","0","0","0","1|2|3|4|5","5","73","27","1|2","3","61","39","1|2","3","99","2","5","5","1","mexicano/a","","México","mexicanos/as","2145","Complete","50-59","0","1","Control","Pass","FL_64","Control"
"188","2022-09-29 23:59:18","2022-09-30 00:07:52","0","100","513","1","2022-09-30 00:07:53","anonymous","ES","0.8999999761581421","1","21","0","1","1","10","10","2","4|3|2|1|5","35","22","6","23","14","4|3|2|1|5","2","4|3|2|1|5","50","50","0","0","0","4|3|2|1|5","7","54","46","2|1","2","0","100","2|1","4","4","2","5","7","2","mexicano/a","","México","mexicanos/as","513","Complete","18-29","1","1","Intervention","Pass","FL_63","Intervention"
"189","2022-09-29 22:57:44","2022-09-30 00:15:54","0","100","4689","1","2022-09-30 00:15:54","anonymous","ES","1","1","55","0","1","1","10","5","1","4|3|2|1|5","0","0","0","100","0","4|3|2|1|5","1","4|3|2|1|5","0","100","0","0","0","4|3|2|1|5","7","0","100","2|1","4","0","100","2|1","4","7","2","3","5","1","mexicano/a","","México","mexicanos/as","4689","Complete","50-59","1","1","Intervention","Pass","FL_63","Intervention"
"190","2022-09-30 00:09:30","2022-09-30 00:16:33","0","100","422","1","2022-09-30 00:16:33","anonymous","ES","1","1","41","0","1","1","10","10","1","1|2|3|4|5","40","60","0","0","0","1|2|3|4|5","1","1|2|3|4|5","60","40","0","0","0","1|2|3|4|5","5","61","39","1|2","4","50","50","1|2","3","6","2","5","5","1","mexicano/a","","México","mexicanos/as","422","Complete","40-49","1","0","Control","Pass","FL_76","Control"
"191","2022-09-30 00:15:42","2022-09-30 00:18:14","0","100","151","1","2022-09-30 00:18:14","anonymous","ES","1","1","22","1","1","1","3","2","2","4|3|2|1|5","0","86","0","14","0","4|3|2|1|5","2","4|3|2|1|5","0","64","13","13","10","4|3|2|1|5","6","0","100","2|1","4","0","100","2|1","3","4","2","5","6","1","mexicano/a","","México","mexicanos/as","151","Speeder","18-29","0","1","Control","Pass","FL_64","Control"
"192","2022-09-30 00:24:36","2022-09-30 00:27:58","0","100","201","1","2022-09-30 00:28:00","anonymous","ES","1","1","26","1","1","1","10","10","1","4|3|2|1|5","30","27","31","12","0","4|3|2|1|5","1","4|3|2|1|5","26","21","43","10","0","4|3|2|1|5","7","47","53","2|1","4","49","51","2|1","4","7","2","5","6","1","mexicano/a","","México","mexicanos/as","201","Complete","18-29","0","0","Intervention","Pass","FL_88","Intervention"
"193","2022-09-30 00:33:29","2022-09-30 00:37:10","0","100","220","1","2022-09-30 00:37:11","anonymous","ES","1","1","30","0","1","1","10","5","1","1|2|3|4|5","100","0","0","0","0","1|2|3|4|5","1","1|2|3|4|5","100","0","0","0","0","1|2|3|4|5","7","90","10","1|2","4","61","39","1|2","4","6","2","5","5","1","mexicano/a","","México","mexicanos/as","220","Complete","30-39","0","0","Control","Pass","FL_88","Control"
"194","2022-09-30 00:42:02","2022-09-30 00:48:56","0","100","414","1","2022-09-30 00:48:58","anonymous","ES","1","1","67","1","1","1","10","10","1","1|2|3|4|5","100","0","0","0","0","1|2|3|4|5","1","1|2|3|4|5","100","0","0","0","0","1|2|3|4|5","7","31","69","1|2","4","11","89","1|2","4","7","2","5","5","1","mexicano/a","","México","mexicanos/as","414","Complete","60+","1","0","Intervention","Pass","FL_76","Intervention"
"195","2022-09-30 00:43:22","2022-09-30 00:52:30","0","100","547","1","2022-09-30 00:52:30","anonymous","ES","1","1","26","0","1","1","10","10","1","1|2|3|4|5","40","35","15","10","0","1|2|3|4|5","1","1|2|3|4|5","40","35","15","5","5","1|2|3|4|5","7","70","30","1|2","3","40","60","1|2","4","6","2","5","5","1","mexicano/a","","México","mexicanos/as","547","Complete","18-29","0","1","Intervention","Pass","FL_64","Intervention"
"196","2022-09-30 00:50:08","2022-09-30 00:55:09","0","100","301","1","2022-09-30 00:55:09","anonymous","ES","1","1","25","0","1","1","10","5","2","4|3|2|1|5","0","45","0","55","0","4|3|2|1|5","2","4|3|2|1|5","47","53","0","0","0","4|3|2|1|5","7","0","100","2|1","3","23","77","2|1","3","7","2","5","5","1","mexicano/a","","México","mexicanos/as","301","Complete","18-29","1","0","Control","Pass","FL_76","Control"
"197","2022-09-30 00:47:03","2022-09-30 00:57:24","0","100","620","1","2022-09-30 00:57:24","anonymous","ES","1","1","74","1","1","1","10","10","1","1|2|3|4|5","40","25","20","5","10","1|2|3|4|5","1","1|2|3|4|5","60","25","10","3","2","1|2|3|4|5","5","75","25","1|2","3","65","35","1|2","4","6","2","5","8","1","mexicano/a","","México","mexicanos/as","620","Complete","60+","1","1","Control","Pass","FL_63","Control"
"198","2022-09-30 00:57:50","2022-09-30 00:59:11","0","100","80","1","2022-09-30 00:59:12","anonymous","ES","1","1","31","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","80","","30-39","","","","","",""
"199","2022-09-30 01:02:56","2022-09-30 01:07:04","0","100","248","1","2022-09-30 01:07:05","anonymous","ES","1","1","38","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","248","","30-39","","","","","",""
"200","2022-09-30 01:00:59","2022-09-30 01:09:00","0","100","480","1","2022-09-30 01:09:00","anonymous","ES","1","1","58","1","1","1","10","10","1","4|3|2|1|5","4","8","13","13","62","4|3|2|1|5","1","4|3|2|1|5","7","14","7","7","65","4|3|2|1|5","7","78","22","2|1","4","74","26","2|1","4","4","2","4","5","1","mexicano/a","","México","mexicanos/as","480","Complete","50-59","0","0","Intervention","Pass","FL_88","Intervention"
"201","2022-09-30 01:10:18","2022-09-30 01:11:30","0","100","72","1","2022-09-30 01:11:31","anonymous","ES","1","1","57","1","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","72","Screenout","50-59","","","","","",""
"202","2022-09-30 01:11:15","2022-09-30 01:14:26","0","100","190","1","2022-09-30 01:14:26","anonymous","ES","1","1","47","1","1","1","10","10","2","1|2|3|4|5","21","60","19","0","0","1|2|3|4|5","2","1|2|3|4|5","100","0","0","0","0","1|2|3|4|5","7","50","50","1|2","4","4","96","1|2","3","4","2","5","4","1","mexicano/a","","México","mexicanos/as","190","Complete","40-49","1","1","Intervention","Pass","FL_63","Intervention"
"203","2022-09-30 01:19:48","2022-09-30 01:26:58","0","100","429","1","2022-09-30 01:27:00","anonymous","ES","0.8999999761581421","1","62","1","1","1","10","10","2","1|2|3|4|5","30","30","10","10","20","1|2|3|4|5","2","1|2|3|4|5","20","20","21","20","19","1|2|3|4|5","4","51","49","1|2","2","50","50","1|2","2","4","2","5","5","1","mexicano/a","","México","mexicanos/as","429","Complete","60+","1","0","Intervention","Pass","FL_76","Intervention"
"204","2022-09-30 01:16:43","2022-09-30 01:27:35","0","100","651","1","2022-09-30 01:27:36","anonymous","ES","1","1","37","0","1","1","10","10","2","1|2|3|4|5","54","36","10","0","0","1|2|3|4|5","2","1|2|3|4|5","45","20","18","17","0","1|2|3|4|5","5","61","39","1|2","3","40","60","1|2","3","7","2","4","4","1","mexicano/a","","México","mexicanos/as","651","Complete","30-39","0","1","Control","Pass","FL_64","Control"
"205","2022-09-30 01:45:25","2022-09-30 01:56:44","0","100","678","1","2022-09-30 01:56:44","anonymous","ES","1","1","41","0","1","1","10","10","1","4|3|2|1|5","100","0","0","0","0","4|3|2|1|5","1","4|3|2|1|5","100","0","0","0","0","4|3|2|1|5","7","38","62","2|1","3","20","80","2|1","4","7","2","4","5","1","mexicano/a","","México","mexicanos/as","678","Complete","40-49","1","1","Control","Pass","FL_63","Control"
"206","2022-09-30 01:52:02","2022-09-30 01:57:18","0","100","315","1","2022-09-30 01:57:18","anonymous","ES","1","1","40","0","1","1","10","10","1","1|2|3|4|5","100","0","0","0","0","1|2|3|4|5","1","1|2|3|4|5","100","0","0","0","0","1|2|3|4|5","7","100","0","1|2","4","100","0","1|2","2","4","2","4","5","1","mexicano/a","","México","mexicanos/as","315","Complete","40-49","0","0","Control","Pass","FL_88","Control"
"207","2022-09-30 02:05:04","2022-09-30 02:09:51","0","100","286","1","2022-09-30 02:09:53","anonymous","ES","1","1","34","0","1","1","10","10","1","1|2|3|4|5","35","5","60","0","0","1|2|3|4|5","2","1|2|3|4|5","85","15","0","0","0","1|2|3|4|5","5","64","36","1|2","4","29","71","1|2","3","6","2","5","5","1","mexicano/a","","México","mexicanos/as","286","Complete","30-39","1","0","Intervention","Pass","FL_76","Intervention"
"208","2022-09-30 02:02:11","2022-09-30 02:13:26","0","100","675","1","2022-09-30 02:13:26","anonymous","ES","0.8999999761581421","1","32","0","1","1","0","10","1","1|2|3|4|5","80","20","0","0","0","1|2|3|4|5","1","1|2|3|4|5","50","50","0","0","0","1|2|3|4|5","5","40","60","1|2","4","60","40","1|2","4","7","2","6","5","1","mexicano/a","","México","mexicanos/as","675","Complete","30-39","0","0","Control","Pass","FL_88","Control"
"209","2022-09-30 02:30:49","2022-09-30 02:31:57","0","100","67","1","2022-09-30 02:31:59","anonymous","ES","1","1","29","0","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","mexicano/a","","México","mexicanos/as","67","Screenout","18-29","","","","","",""
"210","2022-09-30 02:31:36","2022-09-30 02:34:17","0","100","160","1","2022-09-30 02:34:18","anonymous","ES","1","1","45","1","1","1","10","10","1","1|2|3|4|5","30","24","22","12","12","1|2|3|4|5","1","1|2|3|4|5","36","23","14","11","16","1|2|3|4|5","7","60","40","1|2","4","58","42","1|2","4","7","2","5","0","1","mexicano/a","","México","mexicanos/as","160","Speeder","40-49","0","1","Intervention","Pass","FL_64","Intervention"
"211","2022-09-30 02:54:30","2022-09-30 03:01:25","0","100","415","1","2022-09-30 03:01:25","anonymous","ES","0.8999999761581421","1","34","0","1","1","10","10","2","4|3|2|1|5","22","45","18","15","0","4|3|2|1|5","5","4|3|2|1|5","0","47","22","31","0","4|3|2|1|5","6","64","36","2|1","3","60","40","2|1","2","6","2","3","0","1","mexicano/a","","México","mexicanos/as","415","Complete","30-39","1","1","Control","Pass","FL_63","Control"
"212","2022-09-30 03:00:01","2022-09-30 03:05:19","0","100","317","1","2022-09-30 03:05:20","anonymous","ES","1","1","39","0","1","1","10","10","2","1|2|3|4|5","50","50","0","0","0","1|2|3|4|5","2","1|2|3|4|5","100","0","0","0","0","1|2|3|4|5","2","4","96","1|2","3","0","100","1|2","4","6","2","4","8","1","mexicano/a","","México","mexicanos/as","317","Complete","30-39","1","1","Intervention","Pass","FL_63","Intervention"
"213","2022-09-29 23:00:12","2022-09-30 03:13:42","0","100","15209","1","2022-09-30 03:13:43","anonymous","ES","0.8999999761581421","1","58","0","1","1","10","10","1","4|3|2|1|5","55","20","15","6","4","4|3|2|1|5","1","4|3|2|1|5","40","30","20","5","5","4|3|2|1|5","7","35","65","2|1","3","25","75","2|1","4","5","2","5","7","1","mexicano/a","","México","mexicanos/as","15209","Complete","50-59","0","1","Control","Pass","FL_64","Control"
"214","2022-09-30 03:13:46","2022-09-30 03:16:41","0","100","175","1","2022-09-30 03:16:42","anonymous","ES","1","1","28","1","1","1","5","5","3","1|2|3|4|5","26","10","26","25","13","1|2|3|4|5","1","1|2|3|4|5","17","8","18","22","35","1|2|3|4|5","5","20","80","1|2","4","45","55","1|2","3","7","2","4","4","2","mexicano/a","","México","mexicanos/as","175","Speeder","18-29","1","0","Intervention","Pass","FL_76","Intervention"
"215","2022-09-30 03:13:56","2022-09-30 03:24:50","0","100","653","1","2022-09-30 03:24:50","anonymous","ES","0.8999999761581421","1","45","0","1","1","10","10","1","4|3|2|1|5","80","20","0","0","0","4|3|2|1|5","2","4|3|2|1|5","20","5","30","40","5","4|3|2|1|5","5","20","80","2|1","4","20","80","2|1","3","7","2","5","5","1","mexicano/a","","México","mexicanos/as","653","Complete","40-49","0","1","Control","Pass","FL_64","Control"
"216","2022-09-30 03:21:59","2022-09-30 03:26:25","0","100","265","1","2022-09-30 03:26:25","anonymous","ES","1","1","42","1","1","1","10","10","2","1|2|3|4|5","28","50","0","22","0","1|2|3|4|5","2","1|2|3|4|5","19","75","0","6","0","1|2|3|4|5","7","38","62","1|2","4","39","61","1|2","4","7","2","5","10","1","mexicano/a","","México","mexicanos/as","265","Complete","40-49","0","0","Control","Pass","FL_88","Control"
"217","2022-09-30 03:37:16","2022-09-30 03:42:40","0","100","323","1","2022-09-30 03:42:40","anonymous","ES","0.8999999761581421","1","35","0","1","1","10","10","1","1|2|3|4|5","100","0","0","0","0","1|2|3|4|5","1","1|2|3|4|5","100","0","0","0","0","1|2|3|4|5","6","60","40","1|2","3","47","53","1|2","3","7","2","4","10","2","mexicano/a","","México","mexicanos/as","323","Complete","30-39","1","1","Intervention","Pass","FL_63","Intervention"
"218","2022-09-30 03:39:57","2022-09-30 03:46:08","0","100","370","1","2022-09-30 03:46:08","anonymous","ES","1","1","47","0","1","1","10","10","1","1|2|3|4|5","100","0","0","0","0","1|2|3|4|5","1","1|2|3|4|5","70","30","0","0","0","1|2|3|4|5","7","0","100","1|2","4","20","80","1|2","3","7","2","4","5","1","mexicano/a","","México","mexicanos/as","370","Complete","40-49","1","0","Control","Pass","FL_76","Control"
"219","2022-09-30 04:02:25","2022-09-30 04:13:12","0","100","646","1","2022-09-30 04:13:12","anonymous","ES","1","1","45","0","1","1","10","10","1","4|3|2|1|5","68","32","0","0","0","4|3|2|1|5","1","4|3|2|1|5","72","28","0","0","0","4|3|2|1|5","5","27","73","2|1","4","71","29","2|1","4","5","2","5","8","1","mexicano/a","","México","mexicanos/as","646","Complete","40-49","0","1","Intervention","Pass","FL_64","Intervention"
